Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
21435,jadinya oh no no😂,jadinya oh no no emoji_face_with_tears_of_joy,jadinya oh no no emoji_face_with_tears_of_joy,0,0
29327,paus dalam bahasa indonesia adalah sebutan untuk pemimpin tertinggi gereja katolik istilah paus berasal dari bahasa latin papa dan bahasa yunani pappas yang keduanya berarti bapak atau ayah,paus dalam bahasa indonesia adalah sebutan untuk pemimpin tertinggi gereja katolik istilah paus berasal dari bahasa latin papa dan bahasa yunani pappas yang keduanya berarti bapak atau ayah,paus dalam bahasa indonesia adalah sebutan untuk pemimpin tertinggi gereja katolik istilah paus berasal dari bahasa latin papa dan bahasa yunani pappas yang kedua-duanya berarti bapak atau ayah,0,0
12875,ini kan opy film bokep,ini kan opy film bokep,ini kan opy film bokep,5,5
42722,oi 😭💔,oi emoji_loudly_crying_face emoji_broken_heart,oi emoji_loudly_crying_face emoji_broken_heart,0,0
27571,iya masih gak nyangka😭,iya masih gak nyangka emoji_loudly_crying_face,iya masih gak menduga emoji_loudly_crying_face,0,0
480,@𝐋𝐈𝐑𝐈𝐊𝟕𝟖𝟗 🖤💙 with me💙🖤 100012,mention_lirik789 emoji_black_heart emoji_blue_heart with me emoji_blue_heart emoji_black_heart 100012,mention_lirik789 emoji_black_heart emoji_blue_heart dengan me emoji_blue_heart emoji_black_heart 100012,1,1
25622,masaa gua alis tebal suka sama cwe pondok sholeh tpi malah dianya benci sama gua😭😭,masaa gua alis tebal suka sama cwe pondok sholeh tpi malah dianya benci sama gua emoji_loudly_crying_face emoji_loudly_crying_face,masa gua alis tebal suka sama cewek pondok sholeh tapi malah dia benci sama gua emoji_loudly_crying_face emoji_loudly_crying_face,0,0
11988,ka coba ngintip pacarmu mandi,ka coba ngintip pacarmu mandi,ka coba mengintip pacarmu mandi,5,5
22620,@dinaa @seppp akehhh tibakk ee naaaa,mention_user mention_user akehhh tibakk ee naaaa,mention_user mention_user aah tiba eh naa,0,0
36984,malu bnget sama negara sndiri pls,malu bnget sama negara sndiri pls,malu banget sama negara sendiri please,0,0
67436,barang bagus 😅,barang bagus emoji_grinning_face_with_sweat,barang bagus emoji_grinning_face_with_sweat,0,0
3244,ayoo kita bangkitkan lagi 🔥🔥🔥🔥sudah cukup kekayaan alam kita di jarah hanya untuk menghidupi satu pulau 🔥🔥🔥,ayoo kita bangkitkan lagi emoji_fire emoji_fire emoji_fire emoji_fire sudah cukup kekayaan alam kita di jarah hanya untuk menghidupi satu pulau emoji_fire emoji_fire emoji_fire,ayo kita bangkitkan lagi emoji_fire emoji_fire emoji_fire emoji_fire sudah cukup kekayaan alam kita di jarah hanya untuk menghidupi satu pulau emoji_fire emoji_fire emoji_fire,4,2
7057,gambarannya seharusnya di praktekin,gambarannya seharusnya di praktekin,gambar seharusnya di mempraktikkan,5,5
59689,padahal yg diceritakan real dan akurat bukti kuat wkwkkwkwkwkkw😂😂 kasian banget anaknya dari mulan liat ini ketampar banget jangan lupa bacain komen2 ini yaaaaa😅,padahal yg diceritakan real dan akurat bukti kuat wkwkkwkwkwkkw emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy kasian banget anaknya dari mulan liat ini ketampar banget jangan lupa bacain komen2 ini yaaaaa emoji_grinning_face_with_sweat,padahal yg diceritakan real dan akurat bukti kuat wkwkwkw emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy kasihan banget anaknya dari mulan liat ini ketampar banget jangan lupa bacakan komen ini ya emoji_grinning_face_with_sweat,0,0
9814,yg belum tau sifat asli racil 😰😢😔 yg udah tau sifat asli racil 🤫🤣🤭,yg belum tau sifat asli racil emoji_anxious_face_with_sweat emoji_crying_face emoji_pensive_face yg udah tau sifat asli racil emoji_shushing_face emoji_rolling_on_the_floor_laughing emoji_face_with_hand_over_mouth,yg belum tau sifat asli racil emoji_anxious_face_with_sweat emoji_crying_face emoji_pensive_face yg sudah tau sifat asli racil emoji_shushing_face emoji_rolling_on_the_floor_laughing emoji_face_with_hand_over_mouth,3,3
10127,bjir banget kak😔😭,bjir banget kak emoji_pensive_face emoji_loudly_crying_face,bejir banget kak emoji_pensive_face emoji_loudly_crying_face,3,3
27967,tidak ada hak bagi nabi dan orang orang yang beriman untuk memohonkan ampunan kepada allah bagi orang orang musyrik sekalipun mereka ini kerabat nya setelah jelas baginya bahwa sesungguhnya mereka adalah penghuni neraka jahim,tidak ada hak bagi nabi dan orang orang yang beriman untuk memohonkan ampunan kepada allah bagi orang orang musyrik sekalipun mereka ini kerabat nya setelah jelas baginya bahwa sesungguhnya mereka adalah penghuni neraka jahim,tidak ada hak bagi nabi dan orang orang yang beriman untuk memohonkan ampunan kepada allah bagi orang orang musyrik sekalipun mereka ini kerabat nya setelah jelas baginya bahwa sesungguhnya mereka adalah penghuni neraka jahim,0,0
21714,nyerah ka 😅kebayang udh ngilu duluan perut,nyerah ka emoji_grinning_face_with_sweat kebayang udh ngilu duluan perut,menyerah ka emoji_grinning_face_with_sweat kebayang udah ngilu duluan perut,0,0
4141,ternyata kristina ginting benar 😂😂😂,ternyata kristina ginting benar emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,ternyata Kristina ginting benar emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,3,3
32268,sangat paham serakahhhh,sangat paham serakahhhh,sangat paham serakah,0,0
31668,tau kan fyp karna apa? 🗿🗿🗿,tau kan fyp karna apa? emoji_moai emoji_moai emoji_moai,tau kan fyp karena apa? emoji_moai emoji_moai emoji_moai,0,0
48277,manusia jadi jadian😭,manusia jadi jadian emoji_loudly_crying_face,manusia jadi jadian emoji_loudly_crying_face,0,0
25372,cil cil lawak😹😹,cil cil lawak emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,cil cil lawak emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy,0,0
9646,cih banyak gaya kaya punya aja gocap khoek cuh,cih banyak gaya kaya punya aja gocap khoek cuh,cih banyak gaya kaya punya aja gocap kho cuh,3,3
13274,siapa yg abis nonton ini minta entot sama istri 😂 😅 hayooo,siapa yg abis nonton ini minta entot sama istri emoji_face_with_tears_of_joy emoji_grinning_face_with_sweat hayooo,siapa yg abis nonton ini minta entot sama istri emoji_face_with_tears_of_joy emoji_grinning_face_with_sweat hayu,3,3
19325,si rival ngapain jirrr,si rival ngapain jirrr,si rival ngapain jir,0,0
56016,yang ini nyes sih pasti,yang ini nyes sih pasti,yang ini nyes sih pasti,0,0
10414,hitung berapa kali dia berkat anj tol bangs,hitung berapa kali dia berkat anj tol bangs,hitung berapa kali dia berkat anjing tol bangs,3,3
48844,klo ngomong suka fakta🗿,klo ngomong suka fakta emoji_moai,kalau ngomong suka fakta emoji_moai,0,0
2956,totong lu masih ada kucup nye tong😂,totong lu masih ada kucup nye tong emoji_face_with_tears_of_joy,totong lu masih ada kucup nye tong emoji_face_with_tears_of_joy,3,3
3169,saya dari banda aceh semoga aceh merdeka,saya dari banda aceh semoga aceh merdeka,saya dari banda aceh semoga aceh merdeka,4,4
4,@macanhoki789 💛💜 give up brother💜💛,mention_macanhoki789 emoji_yellow_heart emoji_purple_heart give up brother emoji_purple_heart emoji_yellow_heart,mention_macanhoki789 emoji_yellow_heart emoji_purple_heart give naik brother emoji_purple_heart emoji_yellow_heart,1,1
29848,pembelaan lagi,pembelaan lagi,pembelaan lagi,0,0
10867,wkwkw sok si paling di segani😅,wkwkw sok si paling di segani emoji_grinning_face_with_sweat,wkwkw sok si paling di segani emoji_grinning_face_with_sweat,3,3
5622,sumber daya alam mu dijual sama pemda lu bocah,sumber daya alam mu dijual sama pemda lu bocah,sumber daya alam mu dijual sama pemda lu bocah,4,4
64143,sehat selalu bang teguh si colii,sehat selalu bang teguh si colii,sehat selalu bang teguh si coli,0,0
13168,ga telanjang percuma saja,ga telanjang percuma saja,ga telanjang percuma saja,5,5
37399,anjir pistol ilegal di negara indo kalo di amrik ga ilegal malah di legalkan,anjir pistol ilegal di negara indo kalo di amrik ga ilegal malah di legalkan,anjir pistol ilegal di negara indo kalo di amrik ga ilegal malah di legalkan,0,0
1131,aduhh tantee😳,aduhh tantee emoji_flushed_face,aduh tante emoji_flushed_face,5,5
8072,gk bermutu anjing,gk bermutu anjing,tidak bermutu anjing,3,3
6812,sok ngajarin klau barang ya becek ngapaon pakai pelumas ???,sok ngajarin klau barang ya becek ngapaon pakai pelumas ???,sok mengajarkan kalau barang ya becek ngapain pakai pelumas ???,5,5
33163,tolong pak @prabowo president01,tolong pak mention_user president01,tolong pak mention_user presiden01,0,0
85,minimal pasang berapa tim bang masih bingung gua wkwk odss apa,minimal pasang berapa tim bang masih bingung gua wkwk odss apa,minimal pasang berapa tim bang masih bingung gua wkwk odds apa,1,1
15902,Bang aku sub baru abang kenapa gak rieeaction mainan cars lagi ?,bang aku sub baru abang kenapa gak rieeaction mainan cars lagi ?,bang aku sub baru abang kenapa gak reaksi mainan mobil lagi ?,1,1
52125,all 😭😭,all emoji_loudly_crying_face emoji_loudly_crying_face,semua emoji_loudly_crying_face emoji_loudly_crying_face,0,0
7436,hujan hujan nonton kamu pengennya otw kamar mandi hehee maaf bercanda dikit,hujan hujan nonton kamu pengennya otw kamar mandi hehee maaf bercanda dikit,hujan hujan nonton kamu pengennya dalam perjalanan kamar mandi hehe maaf bercanda dikit,5,5
52245,gatau aja dia,gatau aja dia,gak tahu aja dia,0,0
9901,anj 😔,anj emoji_pensive_face,anjing emoji_pensive_face,3,3
57825,jadi intinya kebal hukum nih 😄,jadi intinya kebal hukum nih emoji_grinning_face_with_smiling_eyes,jadi intinya kebal hukum nih emoji_grinning_face_with_smiling_eyes,0,0
28977,org islam yg waras cuma gw di sni,org islam yg waras cuma gw di sni,orang islam yg waras cuma saya di sni,0,0
39481,tinggal di hati kamu aja gimana kak?,tinggal di hati kamu aja gimana kak?,tinggal di hati kamu aja gimana kak?,0,0
9607,demi uang terus nyakitin perasaan orang not my style,demi uang terus nyakitin perasaan orang not my style,demi uang terus menyakiti perasaan orang not my gaya,3,3
58557,hayang naon cenah ieu teh,hayang naon cenah ieu teh,ingin apa cenah ini teh,0,0
10059,tanpa dihina pun sudah hina😹,tanpa dihina pun sudah hina emoji_cat_with_tears_of_joy,tanpa dihina pun sudah hina emoji_cat_with_tears_of_joy,3,3
8943,dihina tidak tumbanv disimpan tidak muat☺️,dihina tidak tumbanv disimpan tidak muat emoji_smiling_face,dihina tidak tumbang disimpan tidak muat emoji_smiling_face,3,3
42240,@sijuunn22 @ajudan maliqgaspolll🪡 @papapouu ha mereka jago ni kak parlay,mention_user mention_user maliqgaspolll emoji_sewing_needle mention_user ha mereka jago ni kak parlay,mention_user mention_user maliqgaspolll emoji_sewing_needle mention_user ha mereka jago ni kak parlay,0,0
22933,arak kesel🤣,arak kesel emoji_rolling_on_the_floor_laughing,arak kesel emoji_rolling_on_the_floor_laughing,0,0
29893,terlalu exstrim cara kamu ngibur diri 🤣,terlalu exstrim cara kamu ngibur diri emoji_rolling_on_the_floor_laughing,terlalu ekstrim cara kamu menghibur diri emoji_rolling_on_the_floor_laughing,0,0
63100,hoeee ketawa ngakak anying 😂😂,hoeee ketawa ngakak anying emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,ho ketawa ngakak anjing emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0,0
28736,turut berduka cita atas meninggalnya paus fransiskus🙏,turut berduka cita atas meninggalnya paus fransiskus emoji_folded_hands,turut berduka cita atas meninggalnya paus Fransiskus emoji_folded_hands,0,0
14793,awk e kyok babi ngono kok ngenyek2 suroboyo cok,awk e kyok babi ngono kok ngenyek2 suroboyo cok,kamu e kyok babi ngono kok ngenyek Surabaya cok,4,4
8839,ini orang pendek ketahuan wkwk,ini orang pendek ketahuan wkwk,ini orang pendek ketahuan wkwk,3,3
9600,tumben lc pakek hijab,tumben lc pakek hijab,tumben lc pakai hijab,3,3
20044,27 7k yg nyimpen🗿,27 7k yg nyimpen emoji_moai,27 tujuh ribu yg menyimpan emoji_moai,0,0
59547,bisa bisanya blg fitnah 😂 dgn jelas kita ngikutin jaman ini dlu wkkw,bisa bisanya blg fitnah emoji_face_with_tears_of_joy dgn jelas kita ngikutin jaman ini dlu wkkw,bisa bisanya bilang fitnah emoji_face_with_tears_of_joy dengan jelas kita mengikuti jaman ini dulu wkwk,0,0
6614,cari filem bokep,cari filem bokep,cari filem bokep,5,5
16499,"Tiap nonton video, pasti ada aja yang promosiin ♣🍫𝗟𝗘𝗦𝗧𝗜𝟳𝟳🍫♣.","tiap nonton video, pasti ada aja yang promosiin emoji_club_suit emoji_chocolate_bar lesti77 emoji_chocolate_bar emoji_club_suit .","tiap nonton video, pasti ada aja yang promosikan emoji_club_suit emoji_chocolate_bar lesti77 emoji_chocolate_bar emoji_club_suit .",1,1
11069,lebih rendah selingkuh dimata gue rendah bgt jir,lebih rendah selingkuh dimata gue rendah bgt jir,lebih rendah selingkuh di mata gue rendah banget jir,3,3
13042,puting besar,puting besar,puting besar,5,5
5601,mental sosmed bang soalnya kalo ketemu pasti bentukannya kek wibu nolep plonga plongo itu udah jelas,mental sosmed bang soalnya kalo ketemu pasti bentukannya kek wibu nolep plonga plongo itu udah jelas,mental media sosial bang soalnya kalo ketemu pasti bentukannya kek wibu nolep plong plongo itu sudah jelas,3,3
14503,ngaku muslim gua tau lu player kasur ngejalanin kewajiban berpuasa kok aurat terbuka biar diperkosa biar lu sadar nyari duit emang susah tapi dengan cara lu kaya gitu gua sih nafsu🗿 nafsu buat ngekritik,ngaku muslim gua tau lu player kasur ngejalanin kewajiban berpuasa kok aurat terbuka biar diperkosa biar lu sadar nyari duit emang susah tapi dengan cara lu kaya gitu gua sih nafsu emoji_moai nafsu buat ngekritik,ngaku muslim gua tau lu pemain kasur menjalani kewajiban berpuasa kok aurat terbuka biar diperkosa biar lu sadar nyari duit emang susah tapi dengan cara lu kaya gitu gua sih nafsu emoji_moai nafsu buat mengkritik,4,3
3703,iya muak gw ada komen tebak agama wkwkw,iya muak gw ada komen tebak agama wkwkw,iya muak saya ada komen tebak agama wkwkw,4,4
3233,memang indonesia ini carik penyaket,memang indonesia ini carik penyaket,memang indonesia ini carik penyakit,3,3
9701,kalo bapak lo gaada siapa yang mau sayang sama lo🥺🥺🥺🥺🥺,kalo bapak lo gaada siapa yang mau sayang sama lo emoji_pleading_face emoji_pleading_face emoji_pleading_face emoji_pleading_face emoji_pleading_face,kalo bapak lo tidak ada siapa yang mau sayang sama lo emoji_pleading_face emoji_pleading_face emoji_pleading_face emoji_pleading_face emoji_pleading_face,3,3
65012,baling baling jambu 😂😂😂😭,baling baling jambu emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_loudly_crying_face,baling baling jambu emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_loudly_crying_face,0,0
1910,bahasa alien jir rakus,bahasa alien jir rakus,bahasa alien jir rakus,4,4
64525,kali kali buat yg 30mnt dong,kali kali buat yg 30mnt dong,kali kali buat yg 30 menit dong,0,0
4963,mendagri ternaknya mulyono,mendagri ternaknya mulyono,mendagri ternaknya mulyono,3,3
8350,mana bisa gitu anjing,mana bisa gitu anjing,mana bisa gitu anjing,3,5
52755,yg penting dia sukses,yg penting dia sukses,yg penting dia sukses,0,0
13214,diluar sana bnyak konten yutub yg positif pastinya bermanfaat tpi yg ni malah bkin konten yg mnuju ke sex pdhal yutub dilht bnyak org termsuk ank kecil,diluar sana bnyak konten yutub yg positif pastinya bermanfaat tpi yg ni malah bkin konten yg mnuju ke sex pdhal yutub dilht bnyak org termsuk ank kecil,di luar sana banyak konten youtube yg positif pastinya bermanfaat tapi yg ni malah bikin konten yg menuju ke seks padahal youtube dilihat banyak orang termasuk anak kecil,4,4
10089,parah bgt anj,parah bgt anj,parah banget anjing,3,3
49652,cirebon abis😭,cirebon abis emoji_loudly_crying_face,cirebon abis emoji_loudly_crying_face,0,0
8491,cantik iya bola dadanya bulat iya tapi bokongnya melorot kurang semok😍😍😍,cantik iya bola dadanya bulat iya tapi bokongnya melorot kurang semok emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,cantik iya bola dadanya bulat iya tapi bokongnya melorot kurang semok emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,5,5
13505,bg lu coli sambil nonton gituan y bg,bg lu coli sambil nonton gituan y bg,bang lu coli sambil nonton itu y bang,5,5
32892,lagi2 mentri titipan si mulyono yg memutuskan 😄,lagi2 mentri titipan si mulyono yg memutuskan emoji_grinning_face_with_smiling_eyes,lagi-lagi mentri titipan si mulyono yg memutuskan emoji_grinning_face_with_smiling_eyes,0,0
36092,@ 🕯 🪞 @ padahal cuma mau nujukin bakatnya loh??,@ emoji_candle emoji_mirror @ padahal cuma mau nujukin bakatnya loh??,@ emoji_candle emoji_mirror @ padahal cuma mau nunjukin bakatnya loh??,0,0
16925,"Terbantu banget sama ‍♂M̲A̲N̲D̲A̲L̲I̲K̲A̲7̲7̲‍♂️, salut!","terbantu banget sama  emoji_male_sign mandalika77 emoji_male_sign , salut!","terbantu banget sama emoji_male_sign mandalika77 emoji_male_sign , salut!",1,1
21020,ya tuhan ciptaanmu ini ya tuhan membuat hati ini resah,ya tuhan ciptaanmu ini ya tuhan membuat hati ini resah,ya tuhan ciptaanmu ini ya tuhan membuat hati ini resah,0,0
